Tempo (s);Algoritmo;Total Escoados;Fila Maxima;Ocupacao Media
0;RL;1.4666666666666668;16.493372271003043;0.23549038619184384
5;RL;2.9333333333333336;17.66362512566742;0.23823223783550312
10;RL;4.4;12.760688835426702;0.22478891762207082
15;RL;5.866666666666667;12.647035434339061;0.228932360090183
20;RL;7.333333333333334;14.502412634829883;0.2860635928307735
25;RL;8.8;16.418437428712615;0.26364906320421566
30;RL;10.266666666666667;16.39850765050358;0.2976894950326487
35;RL;11.733333333333334;17.36672065800832;0.2696744090339318
40;RL;13.200000000000001;14.071383393774944;0.30969687613188496
45;RL;14.666666666666668;12.505580102659955;0.35139645919932844
50;RL;16.133333333333333;17.37568340085685;0.3379162163227241
55;RL;17.6;14.955233909246147;0.3159919519955403
60;RL;19.06666666666667;13.278662732901404;0.3441134598838066
65;RL;20.53333333333334;16.632856359213797;0.3372106597683164
70;RL;22.000000000000007;17.713890483393104;0.35270014477615874
75;RL;23.466666666666676;16.449907463673537;0.35072853190195585
80;RL;24.933333333333344;16.055086793372084;0.3635999315209433
85;RL;26.400000000000013;16.611682235217316;0.3829259125208243
90;RL;27.86666666666668;16.403717650625367;0.3547954751722346
95;RL;29.33333333333335;15.046387337106653;0.3621529955810879
100;RL;30.80000000000002;16.10530320032162;0.35900620800694494
105;RL;32.26666666666669;18.068110284118355;0.36068747571786397
110;RL;33.733333333333356;17.877574449452744;0.380210252317455
115;RL;35.200000000000024;17.75601255712859;0.42954573251928735
120;RL;36.66666666666669;16.120066336188653;0.40601135608150096
125;RL;38.13333333333336;17.449400526555586;0.4562365397042844
130;RL;39.60000000000003;14.564923910885168;0.44990264247102246
135;RL;41.0666666666667;18.207102687167897;0.39783922783639813
140;RL;42.53333333333337;20.19154046385053;0.48457674599728445
145;RL;44.000000000000036;15.945921914857383;0.4972845620694791
150;RL;45.466666666666704;17.38709481373427;0.4511778466877763
155;RL;46.93333333333337;18.86851270256646;0.5016325974507657
160;RL;48.40000000000004;20.362982696932853;0.471365028272734
165;RL;49.86666666666671;17.92024803163177;0.5080232109285541
170;RL;51.33333333333338;17.663075672973513;0.47519127164854913
175;RL;52.80000000000005;15.856932664038595;0.46736615451225494
180;RL;54.266666666666715;19.074340782415245;0.5177079566309972
185;RL;55.733333333333384;22.091163859459066;0.5335137281622353
190;RL;57.20000000000005;19.552953702980822;0.5333283299731363
195;RL;58.66666666666672;19.212363752048606;0.5177709282659917
200;RL;60.13333333333339;19.837771897765013;0.5493279973798284
205;RL;61.60000000000006;19.446876636481996;0.5774369360522785
210;RL;63.06666666666673;18.352859294805068;0.5760444268022745
215;RL;64.53333333333339;20.916166937502183;0.5908993728550211
220;RL;66.00000000000006;20.128755559443622;0.5733540101545118
225;RL;67.46666666666673;19.92539936346684;0.6366421278407176
230;RL;68.9333333333334;18.54479665543934;0.5742385145336836
235;RL;70.40000000000006;22.07197380504922;0.6321836477740226
240;RL;71.86666666666673;21.22263223593711;0.6610466958813138
245;RL;73.3333333333334;19.505063072676855;0.6480503301060759
250;RL;74.80000000000007;21.946047820041077;0.6355804847427582
255;RL;76.26666666666674;19.805820492730724;0.6338404243859077
260;RL;77.7333333333334;19.488037722332344;0.6888050895482789
265;RL;79.20000000000007;19.63035449566883;0.6230663364901351
270;RL;80.66666666666674;18.222172553047486;0.6446849806676902
275;RL;82.13333333333341;21.694955164097298;0.6698950997454218
280;RL;83.60000000000008;18.349790486752827;0.7269845696666275
285;RL;85.06666666666675;19.362708268152073;0.7092811102535884
290;RL;86.53333333333342;18.20085821222328;0.6768798326481482
295;RL;88.00000000000009;21.294001897445103;0.7046450984730025
